employee_id,gender,job_class,job_grade,role_level,role_level_encoded,division,location,tenure_years,performance,salary
CNF0772,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,2,79.8,142900.0
CNF0773,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,13,90.3,86100.0
CNF0774,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,12,65.6,94600.0
CNF0775,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,1,66.6,117500.0
CNF0776,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,0,90.5,62800.0
CNF0777,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,6,77.1,75900.0
CNF0778,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,8,76.1,133400.0
CNF0779,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,17,53.3,132300.0
CNF0780,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,11,79.5,142800.0
CNF0781,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,4,57.0,110600.0
CNF0782,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,3,54.1,77900.0
CNF0783,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,65.1,64100.0
CNF0784,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,1,61.8,84300.0
CNF0785,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,66.9,78300.0
CNF0786,Male,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,4,49.8,150000.0
CNF0787,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,4,83.4,118800.0
CNF0788,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,6,85.8,91500.0
CNF0789,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,1,42.7,70500.0
CNF0790,Female,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,4,83.7,192900.0
CNF0791,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,0,58.7,60100.0
CNF0792,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,2,82.0,112200.0
CNF0793,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,6,69.0,107000.0
CNF0794,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,5,70.4,115700.0
CNF0795,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,23,67.4,86800.0
CNF0796,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,1,87.0,158800.0
CNF0797,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,3,52.6,201200.0
CNF0798,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,1,78.5,94100.0
CNF0799,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,2,85.4,125400.0
CNF0800,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,9,80.0,159000.0
CNF0801,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,5,100.0,132800.0
CNF0802,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,10,62.6,76100.0
CNF0803,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,83.4,98800.0
CNF0804,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,10,68.5,123500.0
CNF0805,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,87.3,94900.0
CNF0806,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,10,69.9,119900.0
CNF0807,Female,Vice President — Pension,Grade 7,VP,5,Pension Administration,Calgary,1,64.6,182900.0
CNF0808,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,1,88.3,140000.0
CNF0809,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,3,63.1,97600.0
CNF0810,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Vancouver,14,50.2,66400.0
CNF0811,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,0,62.8,186400.0
CNF0812,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,2,78.7,138200.0
CNF0813,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,9,89.5,89800.0
CNF0814,Female,Regional Director,Grade 6,Director,4,Retail Banking,Calgary,2,71.6,136500.0
CNF0815,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,1,88.5,172700.0
CNF0816,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,51.0,77700.0
CNF0817,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,2,63.8,112700.0
CNF0818,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,12,66.0,104700.0
CNF0819,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,7,68.4,64200.0
CNF0820,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,3,71.2,94800.0
CNF0821,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,22,79.7,168000.0
CNF0822,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,63.8,88800.0
CNF0823,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,71.9,98000.0
CNF0824,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,1,69.4,81100.0
CNF0825,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,57.0,79600.0
CNF0826,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,0,68.4,155700.0
CNF0827,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,14,68.0,114500.0
CNF0828,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,7,67.7,100800.0
CNF0829,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,1,70.4,105100.0
CNF0830,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,4,71.1,91300.0
CNF0831,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,6,63.9,72500.0
CNF0832,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,14,87.8,99900.0
CNF0833,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,10,53.6,58500.0
CNF0834,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,3,59.9,54800.0
CNF0835,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,7,100.0,117100.0
CNF0836,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,4,55.5,99900.0
CNF0837,Female,Regional Director,Grade 6,Director,4,Retail Banking,Vancouver,4,51.0,140800.0
CNF0838,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,80.3,81100.0
CNF0839,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,40.9,104200.0
CNF0840,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,3,66.7,110500.0
CNF0841,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,1,100.0,70700.0
CNF0842,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,0,48.4,103000.0
CNF0843,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,6,42.3,69300.0
CNF0844,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,0,49.0,174400.0
CNF0845,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,4,82.6,66500.0
CNF0846,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,3,85.7,104400.0
CNF0847,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,17,62.8,87800.0
CNF0848,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,3,79.6,202100.0
CNF0849,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,89.5,101000.0
CNF0850,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,4,95.0,124200.0
CNF0851,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,9,66.6,72900.0
CNF0852,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,25,37.8,114900.0
CNF0853,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,2,58.5,70400.0
CNF0854,Male,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,1,64.0,152000.0
CNF0855,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,11,66.4,85000.0
CNF0856,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,67.4,69200.0
CNF0857,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,4,85.7,84100.0
CNF0858,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,2,87.8,110400.0
CNF0859,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,0,67.6,76300.0
CNF0860,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,2,85.4,88500.0
CNF0861,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,1,75.0,108500.0
CNF0862,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,5,70.9,89400.0
CNF0863,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,14,82.7,114400.0
CNF0864,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,71.0,111100.0
CNF0865,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,8,98.8,107700.0
CNF0866,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,49.9,88600.0
CNF0867,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,3,62.8,78700.0
CNF0868,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,68.2,79400.0
CNF0869,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,13,76.2,160300.0
CNF0870,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,7,87.8,230100.0
CNF0871,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,5,69.7,89000.0
CNF0872,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,8,50.1,69500.0
CNF0873,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,5,81.8,122500.0
CNF0874,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,17,80.6,115900.0
CNF0875,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,6,42.8,53500.0
CNF0876,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,12,69.9,102500.0
CNF0877,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,3,47.7,110100.0
CNF0878,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,60.7,121100.0
CNF0879,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,3,57.4,75000.0
CNF0880,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,81.3,81100.0
CNF0881,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,4,71.6,88300.0
CNF0882,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,3,52.0,118000.0
CNF0883,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,4,82.3,75500.0
CNF0884,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,49.9,69200.0
CNF0885,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,1,74.6,119700.0
CNF0886,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,58.6,81600.0
CNF0887,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Vancouver,15,64.9,119900.0
CNF0888,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,2,77.1,73600.0
CNF0889,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,2,77.3,80900.0
CNF0890,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,6,88.7,90900.0
CNF0891,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,4,68.8,130100.0
CNF0892,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,1,74.3,156500.0
CNF0893,Female,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,2,63.9,144100.0
CNF0894,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,72.5,107900.0
CNF0895,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,16,76.2,143100.0
CNF0896,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,68.6,73400.0
CNF0897,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,2,44.7,54900.0
CNF0898,Male,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,0,74.6,149500.0
CNF0899,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,1,75.1,79000.0
CNF0900,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,7,60.5,70500.0
CNF0901,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,1,52.0,59900.0
CNF0902,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,0,90.7,73400.0
CNF0903,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,76.9,78600.0
CNF0904,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,0,66.8,118600.0
CNF0905,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,0,54.1,78600.0
CNF0906,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Vancouver,8,58.5,162000.0
CNF0907,Male,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,7,88.2,154000.0
CNF0908,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,12,71.9,116900.0
CNF0909,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,9,62.3,75500.0
CNF0910,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,5,77.1,103600.0
CNF0911,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,58.6,110700.0
CNF0912,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,7,91.0,72900.0
CNF0913,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,9,88.9,132400.0
CNF0914,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,8,63.5,105500.0
CNF0915,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,3,61.2,83800.0
CNF0916,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,1,33.3,74300.0
CNF0917,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,9,49.3,77200.0
CNF0918,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,6,51.2,205300.0
CNF0919,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,19,71.9,134900.0
CNF0920,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,65.4,77600.0
CNF0921,Male,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,1,51.2,146900.0
CNF0922,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,1,66.1,83000.0
CNF0923,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Vancouver,7,77.1,168100.0
CNF0924,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,1,77.4,115400.0
CNF0925,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,0,43.4,76400.0
CNF0926,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Vancouver,25,68.2,72700.0
CNF0927,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,0,50.6,48400.0
CNF0928,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,9,82.6,107500.0
CNF0929,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,2,81.0,139500.0
CNF0930,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,9,57.4,69500.0
CNF0931,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,4,59.3,62000.0
CNF0932,Male,Pension Director,Grade 6,Director,4,Pension Administration,Vancouver,11,63.5,169800.0
CNF0933,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,13,38.5,198000.0
CNF0934,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,74.7,86500.0
CNF0935,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,66.2,64800.0
CNF0936,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,83.6,81700.0
CNF0937,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,5,54.6,63700.0
CNF0938,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,10,61.3,168000.0
CNF0939,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,3,48.9,59100.0
CNF0940,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,4,55.9,88800.0
CNF0941,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Vancouver,1,53.5,45000.0
CNF0942,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,8,83.9,106900.0
CNF0943,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,17,60.2,124500.0
CNF0944,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,1,71.7,149500.0
CNF0945,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,3,64.7,78700.0
CNF0946,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,52.2,58800.0
CNF0947,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,4,67.6,64100.0
CNF0948,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,3,78.4,150800.0
CNF0949,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,0,53.1,141300.0
CNF0950,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,2,81.3,121700.0
CNF0951,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,2,58.1,118700.0
CNF0952,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Vancouver,3,63.2,112200.0
CNF0953,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,4,77.4,72200.0
CNF0954,Female,Regional Director,Grade 6,Director,4,Retail Banking,Calgary,0,60.7,136900.0
CNF0955,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,7,70.5,100000.0
CNF0956,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,6,65.6,102900.0
CNF0957,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,2,71.8,91000.0
CNF0958,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,36.7,54600.0
CNF0959,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,7,44.4,81200.0
CNF0960,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,15,78.6,134300.0
CNF0961,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,1,84.5,74400.0
CNF0962,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,1,57.3,125500.0
CNF0963,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,1,66.6,72000.0
CNF0964,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,4,74.1,109300.0
CNF0965,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,79.7,80900.0
CNF0966,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,41.6,85500.0
CNF0967,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,5,57.6,113300.0
CNF0968,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,4,65.3,92800.0
CNF0969,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,79.8,96500.0
CNF0970,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,2,100.0,96700.0
CNF0971,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,4,66.8,128200.0
CNF0972,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Vancouver,0,50.3,166500.0
CNF0973,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,75.6,130000.0
CNF0974,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,10,88.5,89400.0
CNF0975,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,0,71.5,72800.0
CNF0976,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,6,57.3,53500.0
CNF0977,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,12,83.4,121200.0
CNF0978,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,1,79.3,55700.0
CNF0979,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,2,55.6,77300.0
CNF0980,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Vancouver,4,75.3,113500.0
CNF0981,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,10,84.0,106400.0
CNF0982,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,14,86.5,127500.0
CNF0983,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,6,69.1,66600.0
CNF0984,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,0,65.0,66500.0
CNF0985,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,5,87.2,118200.0
CNF0986,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,2,53.1,81900.0
CNF0987,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,3,76.1,132100.0
CNF0988,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,50.8,96500.0
CNF0989,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,84.9,77400.0
CNF0990,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Vancouver,7,66.4,163700.0
CNF0991,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,3,87.8,135000.0
CNF0992,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,1,76.9,100700.0
CNF0993,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,2,52.9,67300.0
CNF0994,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,9,89.9,119200.0
CNF0995,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,6,91.7,94300.0
CNF0996,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,1,82.4,65200.0
CNF0997,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,0,59.3,146500.0
CNF0998,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,1,65.7,74300.0
CNF0999,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,12,72.0,214000.0
CNF1000,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,4,60.1,103600.0
CNF1001,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,93.7,91200.0
CNF1002,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,4,72.0,93300.0
CNF1003,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,2,32.2,134900.0
CNF1004,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,8,74.8,114100.0
CNF1005,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,3,65.1,154500.0
CNF1006,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,0,69.0,123000.0
CNF1007,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,64.8,120100.0
CNF1008,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,3,81.3,162200.0
CNF1009,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,13,85.7,85000.0
CNF1010,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,74.0,98200.0
CNF1011,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,10,65.2,86500.0
CNF1012,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Toronto,7,69.4,204800.0
CNF1013,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,1,70.3,217600.0
CNF1014,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,0,58.8,52400.0
CNF1015,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,78.1,136300.0
CNF1016,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,6,76.4,145700.0
CNF1017,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,91.6,83700.0
CNF1018,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,2,87.6,87100.0
CNF1019,Male,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,3,60.4,146200.0
CNF1020,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,6,81.5,92300.0
CNF1021,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,56.7,113500.0
CNF1022,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,2,79.7,73200.0
CNF1023,Male,Regional Director,Grade 6,Director,4,Retail Banking,Calgary,3,62.8,143800.0
CNF1024,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,3,55.7,215300.0
CNF1025,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Toronto,8,73.9,216500.0
CNF1026,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,0,32.6,74500.0
CNF1027,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,8,45.5,140900.0
CNF1028,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,5,67.5,141000.0
CNF1029,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,4,71.2,96700.0
